fid,object_id,park_name,zone_type,area_m2,is_fenced,has_water,quality_score,longitude,latitude,geometry_wkt,web_link
HUNDEZONEOGD.2098077,2098077,Ludwig-Zatzka-Park,Hundeverbot,5422.0,False,False,2,16.30600963098884,48.19807165809531,POINT (16.30600963098884 48.19807165809531),
HUNDEZONEOGD.2098144,2098144,PA Keplerplatz,Hundeverbot,5351.0,,False,2,16.37572703001331,48.1783925472957,POINT (16.37572703001331 48.1783925472957),
HUNDEZONEOGD.2097950,2097950,PA Theophil-Hansen-Gasse,Hundezone,5343.0,True,True,4,16.278204695522057,48.139631217649466,POINT (16.278204695522057 48.139631217649466),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098036,2098036,Hamerlingpark,Hundeverbot,5285.0,True,False,3,16.34547684770318,48.21107475690725,POINT (16.34547684770318 48.21107475690725),
HUNDEZONEOGD.2097813,2097813,Waldmüllerpark,Hundezone,5197.0,True,True,4,16.367007636552806,48.18114211630354,POINT (16.367007636552806 48.18114211630354),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098108,2098108,Puchsbaumpark,Hundeverbot,5070.0,,False,2,16.386154301009498,48.172410332351184,POINT (16.386154301009498 48.172410332351184),
HUNDEZONEOGD.2098095,2098095,Jutta-Steier-Park,Hundeverbot,5066.0,False,False,2,16.304649312385383,48.19996906308901,POINT (16.304649312385383 48.19996906308901),
HUNDEZONEOGD.2098161,2098161,Laubepark,Hundeverbot,5023.0,False,False,2,16.368413379721375,48.17492383183371,POINT (16.368413379721375 48.17492383183371),
HUNDEZONEOGD.2097878,2097878,PA Wilhelm-Erben-Gasse,Hundeauslaufplatz,4907.0,False,False,2,16.32925226553424,48.15587035010461,POINT (16.32925226553424 48.15587035010461),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098002,2098002,Fuchupark,Hundeverbot,4836.0,True,False,3,16.315006399465165,48.23210003647183,POINT (16.315006399465165 48.23210003647183),
HUNDEZONEOGD.2098025,2098025,Nordmanngasse (MA 49),Hundeverbot,4705.0,False,False,2,16.424504346990382,48.25010816738206,POINT (16.424504346990382 48.25010816738206),
HUNDEZONEOGD.2098006,2098006,Weghuberpark,Hundeverbot,4525.0,,False,2,16.355223557440308,48.206293565557374,POINT (16.355223557440308 48.206293565557374),
HUNDEZONEOGD.2097879,2097879,Mexikopark – Rosenpark,Hundezone,4452.0,True,False,3,16.403802088654533,48.22559513241828,POINT (16.403802088654533 48.22559513241828),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097733,2097733,Wehlistraße/Ostbahn,Hundeauslaufplatz,4450.0,False,False,2,16.439583904571414,48.20023227496921,POINT (16.439583904571414 48.20023227496921),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098082,2098082,PA Pilotengasse,Hundeverbot,4443.0,,False,2,16.48403712950276,48.22141405950442,POINT (16.48403712950276 48.22141405950442),
HUNDEZONEOGD.2098105,2098105,Braunhuberpark,Hundeverbot,4437.0,,False,2,16.414540947930696,48.17074601438099,POINT (16.414540947930696 48.17074601438099),
HUNDEZONEOGD.2097794,2097794,Währinger Park,Hundezone,4437.0,True,True,4,16.350300844419273,48.232660574984706,POINT (16.350300844419273 48.232660574984706),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097799,2097799,Lagerwiese Rehlacke,Hundezone,4424.0,True,True,4,16.438639652458736,48.23210316290434,POINT (16.438639652458736 48.23210316290434),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097984,2097984,PA Berresgasse EPK4,Hundeverbot,4423.0,False,False,2,16.488281786344057,48.24309483316506,POINT (16.488281786344057 48.24309483316506),
HUNDEZONEOGD.2097994,2097994,Hubert-Marischka-Park,Hundeverbot,4412.0,True,False,3,16.346943073843985,48.19237868948892,POINT (16.346943073843985 48.19237868948892),
HUNDEZONEOGD.2097759,2097759,PA Breitenfurter Straße,Hundeauslaufplatz,4222.0,False,False,2,16.323453417002252,48.17091999420054,POINT (16.323453417002252 48.17091999420054),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097871,2097871,Luise-Montag-Park,Hundezone,4202.0,True,True,4,16.415560868191978,48.16738407858357,POINT (16.415560868191978 48.16738407858357),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098001,2098001,PA Leopold-Rister-Gasse,Hundeverbot,4199.0,,False,2,16.355322963738043,48.1812641613832,POINT (16.355322963738043 48.1812641613832),
HUNDEZONEOGD.2098134,2098134,Setagayapark,Hundeverbot,4187.0,True,False,3,16.356576155946883,48.245464136723164,POINT (16.356576155946883 48.245464136723164),
HUNDEZONEOGD.2098031,2098031,Rudolfspark,Hundeverbot,4129.0,True,False,3,16.371485899512944,48.214178213915915,POINT (16.371485899512944 48.214178213915915),
HUNDEZONEOGD.2097825,2097825,Schweizergarten,Hundezone,4097.0,True,True,4,16.3846176283219,48.18486927483497,POINT (16.3846176283219 48.18486927483497),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097873,2097873,Forsthauspark/Hundeauslauf/Kornhäuselgasse,Hundeauslaufplatz,4064.0,False,False,2,16.37354961202948,48.24394192878394,POINT (16.37354961202948 48.24394192878394),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098150,2098150,PA Wielandplatz,Hundeverbot,4044.0,,False,2,16.37955795543637,48.176532227518166,POINT (16.37955795543637 48.176532227518166),
HUNDEZONEOGD.2098093,2098093,Lichtentalerpark,Hundeverbot,4020.0,,False,2,16.358253985955326,48.226804662946684,POINT (16.358253985955326 48.226804662946684),
HUNDEZONEOGD.2098040,2098040,Josef-Kaderka-Park,Hundeverbot,3919.0,,False,2,16.30362728745402,48.22918472312774,POINT (16.30362728745402 48.22918472312774),
HUNDEZONEOGD.2097761,2097761,Michael-Bausback-Park,Hundezone,3898.0,True,True,4,16.309296491413928,48.14834120662937,POINT (16.309296491413928 48.14834120662937),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097978,2097978,PA Eisteichstraße,Hundeverbot,3855.0,,False,2,16.41523329381535,48.179454196284766,POINT (16.41523329381535 48.179454196284766),
HUNDEZONEOGD.2097990,2097990,Forschneritschpark,Hundeverbot,3843.0,False,False,2,16.319047106947295,48.19666468542066,POINT (16.319047106947295 48.19666468542066),
HUNDEZONEOGD.2098010,2098010,PA Steinhagegasse,Hundeverbot,3841.0,True,False,3,16.340209497439094,48.18551895552616,POINT (16.340209497439094 48.18551895552616),
HUNDEZONEOGD.2098087,2098087,Elfriede-Stumpf-Park,Hundeverbot,3818.0,False,False,2,16.27673239418256,48.20593079712847,POINT (16.27673239418256 48.20593079712847),
HUNDEZONEOGD.2098120,2098120,PA Schöffelplatz,Hundeverbot,3760.0,False,False,2,16.227663780446704,48.21681302564082,POINT (16.227663780446704 48.21681302564082),
HUNDEZONEOGD.2098124,2098124,Richard-Wagner-Park,Hundeverbot,3708.0,False,False,2,16.32744662594912,48.20978120105323,POINT (16.32744662594912 48.20978120105323),
HUNDEZONEOGD.2097957,2097957,Wasserpark,Hundeverbot,3679.0,False,False,2,16.395511825997996,48.249850993504616,POINT (16.395511825997996 48.249850993504616),
HUNDEZONEOGD.2097997,2097997,PA Am Hundsturm,Hundeverbot,3675.0,,False,2,16.347497779257143,48.18724135050086,POINT (16.347497779257143 48.18724135050086),
HUNDEZONEOGD.2098020,2098020,Schmetterlingspark,Hundeverbot,3671.0,True,False,3,16.37783265988358,48.24907749202946,POINT (16.37783265988358 48.24907749202946),
HUNDEZONEOGD.2098140,2098140,Arenbergpark,Hundeverbot,3638.0,False,False,2,16.391572093601773,48.1982947307859,POINT (16.391572093601773 48.1982947307859),
HUNDEZONEOGD.2097796,2097796,Olympiapark,Hundezone,3600.0,True,True,4,16.33914395365927,48.24487328995986,POINT (16.33914395365927 48.24487328995986),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098122,2098122,Hermann-Gmeiner-Park,Hundeverbot,3597.0,True,False,3,16.3673659690242,48.21441226730446,POINT (16.3673659690242 48.21441226730446),
HUNDEZONEOGD.2097864,2097864,Mühlgrund (MA49),Hundeauslaufplatz,3573.0,False,False,2,16.45084325211497,48.216456428380546,POINT (16.45084325211497 48.216456428380546),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098056,2098056,PA Kurt-Tichy-Gasse,Hundeverbot,3540.0,,False,2,16.39032686314041,48.142517199540656,POINT (16.39032686314041 48.142517199540656),
HUNDEZONEOGD.2098052,2098052,Waisenhauspark,Hundeverbot,3436.0,False,False,2,16.39886044708806,48.19111009659966,POINT (16.39886044708806 48.19111009659966),
HUNDEZONEOGD.2098014,2098014,Waidhausenpark,Hundeverbot,3417.0,,False,2,16.283048718987857,48.19876393024011,POINT (16.283048718987857 48.19876393024011),
HUNDEZONEOGD.2097848,2097848,Seepark,Hundezone,3390.0,True,False,3,16.510002050889643,48.22581727548759,POINT (16.510002050889643 48.22581727548759),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097954,2097954,Gerda-Matejka-Felden-Park (privat),Hundeverbot,3388.0,,False,2,16.347327142208464,48.21695829278155,POINT (16.347327142208464 48.21695829278155),
HUNDEZONEOGD.2098142,2098142,Willi-Frank-Park,Hundeverbot,3379.0,,False,2,16.356449938862934,48.19344461177224,POINT (16.356449938862934 48.19344461177224),
HUNDEZONEOGD.2098139,2098139,Bacherpark,Hundeverbot,3354.0,,False,2,16.355513187473093,48.18782729430794,POINT (16.355513187473093 48.18782729430794),
HUNDEZONEOGD.2097836,2097836,Reinholdgasse (MA49),Hundeauslaufplatz,3346.0,True,False,3,16.514339134377177,48.20154654018843,POINT (16.514339134377177 48.20154654018843),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098075,2098075,PA Friedrich-Engels-Platz,Hundeverbot,3264.0,True,False,3,16.38121759864121,48.24504976861543,POINT (16.38121759864121 48.24504976861543),
HUNDEZONEOGD.2097782,2097782,PA Pölleritzergasse,Hundeauslaufplatz,3264.0,True,False,3,16.28721515947851,48.151816986399275,POINT (16.28721515947851 48.151816986399275),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098100,2098100,PA Seeschlachtweg,Hundeverbot,3253.0,,False,2,16.42704799302868,48.170376609556165,POINT (16.42704799302868 48.170376609556165),
HUNDEZONEOGD.2098038,2098038,Schütte-Lihotzky-Park,Hundeverbot,3221.0,,False,2,16.361037008628717,48.18989396837148,POINT (16.361037008628717 48.18989396837148),
HUNDEZONEOGD.2097859,2097859,Hundezone Kaisermühlen (MA45),Hundezone,3214.0,True,False,3,16.421373820531908,48.224289245067915,POINT (16.421373820531908 48.224289245067915),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098072,2098072,Hebbelpark,Hundeverbot,3188.0,False,False,2,16.378004724754092,48.166730238274354,POINT (16.378004724754092 48.166730238274354),
HUNDEZONEOGD.2098026,2098026,Reinlpark,Hundeverbot,3143.0,True,False,3,16.311368379025645,48.19598340436332,POINT (16.311368379025645 48.19598340436332),
HUNDEZONEOGD.2098154,2098154,Klieberpark,Hundeverbot,3142.0,,False,2,16.363015509835215,48.18474220371731,POINT (16.363015509835215 48.18474220371731),
HUNDEZONEOGD.2097983,2097983,Helene-Deutsch-Park,Hundeverbot,3134.0,False,False,2,16.35250780781598,48.229508705008804,POINT (16.35250780781598 48.229508705008804),
HUNDEZONEOGD.2098051,2098051,PA Paltramplatz,Hundeverbot,3096.0,,False,2,16.36855812070277,48.17093654059834,POINT (16.36855812070277 48.17093654059834),
HUNDEZONEOGD.2098069,2098069,PA Bergtaidingweg,Hundeverbot,3080.0,,False,2,16.389587578109534,48.14805725219052,POINT (16.389587578109534 48.14805725219052),
HUNDEZONEOGD.2097833,2097833,Kellerberg (MA49),Hundeauslaufplatz,3057.0,True,False,3,16.307742302846187,48.122388437436655,POINT (16.307742302846187 48.122388437436655),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097745,2097745,PA Pretschgasse,Hundeauslaufplatz,3046.0,True,True,4,16.42506139954344,48.15678464246235,POINT (16.42506139954344 48.15678464246235),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097895,2097895,Draschegründe (MA49),Hundeauslaufplatz,3032.0,True,False,3,16.346346113236244,48.14100738059476,POINT (16.346346113236244 48.14100738059476),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097843,2097843,GA Obere Donaustraße,Hundeauslaufplatz,3031.0,False,False,2,16.374749586432863,48.21551275813963,POINT (16.374749586432863 48.21551275813963),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098055,2098055,Ordeltpark,Hundeverbot,3014.0,,False,2,16.307111128218168,48.20114056317445,POINT (16.307111128218168 48.20114056317445),
HUNDEZONEOGD.2098121,2098121,Viktor-Frankl-Park,Hundeverbot,3000.0,False,False,2,16.348877931715695,48.21675088466636,POINT (16.348877931715695 48.21675088466636),
HUNDEZONEOGD.2097728,2097728,PA Mittelzone,Hundezone,2969.0,True,True,3,16.348662262469514,48.18080450835556,POINT (16.348662262469514 48.18080450835556),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097962,2097962,PA Illgasse,Hundeverbot,2919.0,,False,1,16.450764326935932,48.286781671603855,POINT (16.450764326935932 48.286781671603855),
HUNDEZONEOGD.2097986,2097986,PA Hallergasse,Hundeverbot,2872.0,,False,1,16.4179333750867,48.182728861839934,POINT (16.4179333750867 48.182728861839934),
HUNDEZONEOGD.2097992,2097992,Minna-Lachs-Park,Hundeverbot,2856.0,,False,1,16.34223817392768,48.193842339818886,POINT (16.34223817392768 48.193842339818886),
HUNDEZONEOGD.2097854,2097854,Alfred-Böhm-Park,Hundezone,2844.0,True,True,3,16.383987471123238,48.16777073042216,POINT (16.383987471123238 48.16777073042216),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097921,2097921,GA Linke Bahngasse,Hundeauslaufplatz,2807.0,True,False,2,16.38487093971437,48.20053053701159,POINT (16.38487093971437 48.20053053701159),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097963,2097963,Czapkapark,Hundeverbot,2792.0,True,False,2,16.391141497289137,48.204843293780556,POINT (16.391141497289137 48.204843293780556),
HUNDEZONEOGD.2097931,2097931,PA Forstnergasse,Hundezone,2778.0,True,True,3,16.454750002841884,48.24738838906003,POINT (16.454750002841884 48.24738838906003),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097788,2097788,Denglerpark,Hundezone,2742.0,True,True,3,16.394223436234494,48.27331322930177,POINT (16.394223436234494 48.27331322930177),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098076,2098076,Ernst-Arnold-Park,Hundeverbot,2740.0,,False,1,16.354637713070627,48.19382375722537,POINT (16.354637713070627 48.19382375722537),
HUNDEZONEOGD.2098013,2098013,PA Lichtensterngasse,Hundeverbot,2724.0,False,False,1,16.322876251189562,48.157864701679465,POINT (16.322876251189562 48.157864701679465),
HUNDEZONEOGD.2097826,2097826,Ferdinand-Wolf-Park,Hundezone,2702.0,True,True,3,16.24956202102239,48.20215579760758,POINT (16.24956202102239 48.20215579760758),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097996,2097996,Erwin-Ringel-Park,Hundeverbot,2677.0,False,False,1,16.364790471711835,48.21739209564955,POINT (16.364790471711835 48.21739209564955),
HUNDEZONEOGD.2098041,2098041,Humboldtpark,Hundeverbot,2638.0,,False,1,16.378262432223035,48.17927758711076,POINT (16.378262432223035 48.17927758711076),
HUNDEZONEOGD.2098164,2098164,Odeonpark,Hundeverbot,2521.0,False,False,1,16.38485133086289,48.21768684036414,POINT (16.38485133086289 48.21768684036414),
HUNDEZONEOGD.2097789,2097789,Floridsdorfer Aupark,Hundezone,2469.0,True,False,2,16.388555956069208,48.25738578401967,POINT (16.388555956069208 48.25738578401967),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098019,2098019,Regine-Landeis-Park,Hundeverbot,2436.0,,False,1,16.319071289442565,48.19393931090595,POINT (16.319071289442565 48.19393931090595),
HUNDEZONEOGD.2097888,2097888,Herbert-Mayr-Park (MA45),Hundezone,2427.0,True,False,2,16.276479418866643,48.13682624521602,POINT (16.276479418866643 48.13682624521602),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097856,2097856,PA Lorettowiese,Hundezone,2420.0,True,True,3,16.38273985557453,48.268518990913094,POINT (16.38273985557453 48.268518990913094),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097765,2097765,Otto-Affenzeller-Park,Hundezone,2401.0,True,True,3,16.44977660567267,48.231779295518514,POINT (16.44977660567267 48.231779295518514),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097959,2097959,PA Illnerstraße,Hundeverbot,2345.0,False,False,1,16.518763514020833,48.21540764367836,POINT (16.518763514020833 48.21540764367836),
HUNDEZONEOGD.2098111,2098111,PA Cossmanngasse,Hundeverbot,2283.0,False,False,1,16.26745524752137,48.19640503097012,POINT (16.26745524752137 48.19640503097012),
HUNDEZONEOGD.2097956,2097956,PA Don-Bosco-Wiese,Hundeverbot,2279.0,True,False,2,16.282722518205382,48.18559322018305,POINT (16.282722518205382 48.18559322018305),
HUNDEZONEOGD.2098117,2098117,Ernst-Lichtblau-Park,Hundeverbot,2193.0,,False,1,16.350853598848484,48.1829170220262,POINT (16.350853598848484 48.1829170220262),
HUNDEZONEOGD.2097853,2097853,Allerheiligenpark,Hundezone,2131.0,True,True,3,16.384288530149224,48.238938042328044,POINT (16.384288530149224 48.238938042328044),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098009,2098009,PA Holzknechtstraße,Hundeverbot,2127.0,,False,1,16.39425697746847,48.154509423956235,POINT (16.39425697746847 48.154509423956235),
HUNDEZONEOGD.2097784,2097784,PA Cossmanngasse,Hundezone,2084.0,True,False,2,16.267898812536494,48.196199315730034,POINT (16.267898812536494 48.196199315730034),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097872,2097872,Herderpark,Hundezone,2077.0,True,False,2,16.409079459510274,48.171304042829185,POINT (16.409079459510274 48.171304042829185),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097781,2097781,Unter-Meidlinger Straße/12. Bezirk,Hundeauslaufplatz,2058.0,False,False,1,16.339528626940897,48.172488008853655,POINT (16.339528626940897 48.172488008853655),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098091,2098091,PA Vierthalergasse,Hundeverbot,2046.0,True,False,2,16.335259616275216,48.17863859705709,POINT (16.335259616275216 48.17863859705709),
HUNDEZONEOGD.2097940,2097940,Vogelweidpark,Hundezone,2021.0,True,True,3,16.332599549313834,48.204028766105246,POINT (16.332599549313834 48.204028766105246),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097764,2097764,Bil-Spira-Park,Hundezone,2005.0,True,False,2,16.320558040582554,48.17127507520124,POINT (16.320558040582554 48.17127507520124),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097866,2097866,Augarten Ost (Bundesgärten),Hundezone,2002.0,True,False,2,16.379042062420794,48.22461665664004,POINT (16.379042062420794 48.22461665664004),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097917,2097917,PA Franz-Josefs-Kai,Hundezone,1999.0,True,True,3,16.373112202895815,48.21525122716687,POINT (16.373112202895815 48.21525122716687),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097991,2097991,Kinderspielplatz Fasangarten,Hundeverbot,1984.0,,False,1,16.28765381181938,48.17522575104728,POINT (16.28765381181938 48.17522575104728),
HUNDEZONEOGD.2097809,2097809,PA Gitlbauergasse,Hundezone,1983.0,True,True,3,16.44777455347634,48.272405055486615,POINT (16.44777455347634 48.272405055486615),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097800,2097800,Hofgartel,Hundezone,1981.0,True,True,3,16.462232631673178,48.1567359646685,POINT (16.462232631673178 48.1567359646685),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097887,2097887,Stadtpark,Hundezone,1961.0,False,False,1,16.380056687100247,48.20393055456501,POINT (16.380056687100247 48.20393055456501),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098017,2098017,PA Klederinger Straße,Hundeverbot,1948.0,True,False,2,16.42079427262056,48.13205887871393,POINT (16.42079427262056 48.13205887871393),
HUNDEZONEOGD.2097811,2097811,PA Flammweg,Hundezone,1930.0,True,True,3,16.469981865552207,48.154550502366426,POINT (16.469981865552207 48.154550502366426),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097915,2097915,Stadtpark - Kinderpark,Hundezone,1923.0,False,False,1,16.380367989560305,48.20375490090508,POINT (16.380367989560305 48.20375490090508),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097749,2097749,Heiligenstädter Park,Hundezone,1886.0,True,False,2,16.359505492000526,48.25250540308278,POINT (16.359505492000526 48.25250540308278),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097911,2097911,Johann-Benda-Park,Hundezone,1884.0,True,False,2,16.35531837495074,48.15325070033976,POINT (16.35531837495074 48.15325070033976),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098135,2098135,Friederike-Stoiber-Park,Hundeverbot,1867.0,True,False,2,16.301815334730847,48.169694404849395,POINT (16.301815334730847 48.169694404849395),
HUNDEZONEOGD.2097838,2097838,Dadlerpark,Hundezone,1861.0,True,True,3,16.328452146675026,48.18993041559886,POINT (16.328452146675026 48.18993041559886),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097893,2097893,Schloss Neugebäude - Unterer Garten,Hundeauslaufplatz,1860.0,True,True,3,16.44394545784926,48.161119742557254,POINT (16.44394545784926 48.161119742557254),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097808,2097808,PA Blériotgasse,Hundezone,1836.0,True,True,3,16.428883515935535,48.16948140261243,POINT (16.428883515935535 48.16948140261243),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097798,2097798,Türkenschanzpark,Hundezone,1817.0,True,True,3,16.329944987250254,48.23426269742202,POINT (16.329944987250254 48.23426269742202),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097828,2097828,Venediger-Au-Park,Hundezone,1809.0,True,True,3,16.39420270802818,48.219376471704535,POINT (16.39420270802818 48.219376471704535),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097837,2097837,Thonetgasse (MA49),Hundeauslaufplatz,1804.0,True,False,2,16.437402592716527,48.255011031958,POINT (16.437402592716527 48.255011031958),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097832,2097832,Erholungsgebiet Wienerberg West (MA49),Hundeauslaufplatz,1788.0,True,False,2,16.33822047214054,48.16781699799949,POINT (16.33822047214054 48.16781699799949),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098034,2098034,Grete-Jost-Park,Hundeverbot,1777.0,False,False,1,16.39235204253044,48.20336771558433,POINT (16.39235204253044 48.20336771558433),
HUNDEZONEOGD.2098160,2098160,Haubenstock-Ramati-Park,Hundeverbot,1770.0,False,False,1,16.38970118000556,48.1996438934285,POINT (16.38970118000556 48.1996438934285),
HUNDEZONEOGD.2098065,2098065,Hundeverbot Schnitterweg (MA45),Hundeverbot,1764.0,True,False,2,16.427615909409415,48.22303526037509,POINT (16.427615909409415 48.22303526037509),
HUNDEZONEOGD.2098088,2098088,Katharina-Schratt-Park,Hundeverbot,1757.0,,False,1,16.296509580704488,48.181379966652095,POINT (16.296509580704488 48.181379966652095),
HUNDEZONEOGD.2098101,2098101,PA Rupertusplatz,Hundeverbot,1750.0,False,False,1,16.298478108351286,48.229467463722976,POINT (16.298478108351286 48.229467463722976),
HUNDEZONEOGD.2098050,2098050,Ignaz-Kuranda-Park,Hundeverbot,1750.0,True,False,2,16.333780865579758,48.18651252819204,POINT (16.333780865579758 48.18651252819204),
HUNDEZONEOGD.2097960,2097960,Große Bucht (MA 45),Hundeverbot,1727.0,False,False,1,16.436177385592458,48.223061353804255,POINT (16.436177385592458 48.223061353804255),
HUNDEZONEOGD.2098064,2098064,PA Siebenbrunnengasse,Hundeverbot,1699.0,True,False,2,16.35771880755766,48.1864461554771,POINT (16.35771880755766 48.1864461554771),
HUNDEZONEOGD.2098086,2098086,Hanna-Gärtner-Park,Hundeverbot,1696.0,,False,1,16.351244756319023,48.181066846114604,POINT (16.351244756319023 48.181066846114604),
HUNDEZONEOGD.2098148,2098148,PA Hettenkofergasse,Hundeverbot,1687.0,True,False,2,16.313180245359483,48.209406195034816,POINT (16.313180245359483 48.209406195034816),
HUNDEZONEOGD.2097783,2097783,Fritzi-Massary-Park,Hundezone,1677.0,True,False,2,16.41677942011826,48.21560658399361,POINT (16.41677942011826 48.21560658399361),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2097757,2097757,Ordeltpark,Hundezone,1664.0,True,True,3,16.307587390014312,48.20114806135722,POINT (16.307587390014312 48.20114806135722),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098162,2098162,PA Beethovenplatz,Hundeverbot,1650.0,False,False,1,16.376983967200573,48.20188875514372,POINT (16.376983967200573 48.20188875514372),
HUNDEZONEOGD.2097969,2097969,Rubenspark,Hundeverbot,1626.0,True,False,2,16.365167104269045,48.19155272935369,POINT (16.365167104269045 48.19155272935369),
HUNDEZONEOGD.2097951,2097951,Joe-Zawinul-Park,Hundeverbot,1620.0,False,False,1,16.399088835640878,48.19426702153279,POINT (16.399088835640878 48.19426702153279),
HUNDEZONEOGD.2097785,2097785,Fridtjof-Nansen-Park,Hundezone,1619.0,True,False,2,16.282453269855456,48.1458213354311,POINT (16.282453269855456 48.1458213354311),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098054,2098054,Ernestine-Diwisch-Park,Hundeverbot,1599.0,True,False,2,16.327082246355594,48.18985090283127,POINT (16.327082246355594 48.18985090283127),
HUNDEZONEOGD.2097935,2097935,Kongreßpark,Hundezone,1574.0,True,False,2,16.310187025282612,48.22270383296185,POINT (16.310187025282612 48.22270383296185),http://www.wien.gv.at/umwelt/parks/hundezonen.html
HUNDEZONEOGD.2098022,2098022,Burjanplatz,Hundeverbot,1570.0,,False,1,16.330259215095563,48.202488316622215,POINT (16.330259215095563 48.202488316622215),
HUNDEZONEOGD.2097989,2097989,Tigerpark,Hundeverbot,1562.0,True,False,2,16.34523983161615,48.20881982833419,POINT (16.34523983161615 48.20881982833419),
HUNDEZONEOGD.2097999,2097999,Dechant-Kinzl-Park,Hundeverbot,1512.0,,False,1,16.265988573964428,48.18826201854048,POINT (16.265988573964428 48.18826201854048),
