district,postal_code,breed,dog_size,dog_count
1,1010,Afghanischer Windhund / Mischling,large,1
1,1010,Airedale Terrier,medium,1
1,1010,Akita / Belgischer Schäferhund,large,1
1,1010,American Cocker Spaniel,medium,2
1,1010,American Cocker Spaniel / Kleinpudel Schwarz,medium,2
1,1010,American Cocker Spaniel / Pudel,medium,1
1,1010,Australian Shepherd,medium,6
1,1010,Australian Shepherd / Deutscher Schäferhund Langstockhaar,large,1
1,1010,Australian Shepherd / Labrador Retriever,large,1
1,1010,Barbet,medium,1
1,1010,Basenji,medium,3
1,1010,Beagle,medium,3
1,1010,Beagle / Jack Russell Terrier,medium,1
1,1010,Beagle / Mischling,medium,3
1,1010,Belgischer Schäferhund / Labrador Retriever,large,1
1,1010,Belgischer Schäferhund / Mischling,large,1
1,1010,Berger Blanc Suisse / Pharaoh Hound,large,1
1,1010,Berger de Brie (Briard),large,2
1,1010,Berner Sennenhund,large,2
1,1010,Bichon frise,small,2
1,1010,Bolonka Zwetna,small,1
1,1010,Border Collie,medium,3
1,1010,Border Collie / Australian Shepherd,medium,1
1,1010,Border Collie / Mischling,medium,2
1,1010,Border Collie / Mittelspitz Braun/Schwarz,medium,1
1,1010,Border Collie / Mudi,medium,1
1,1010,Border Terrier,medium,4
1,1010,Border Terrier / Rauhhaar Dachshund Zwerg,medium,1
1,1010,Boston Terrier,medium,1
1,1010,Bracke / Mischling,medium,2
1,1010,Brandlbracke,medium,1
1,1010,Braque Saint-Germain / Magyar Vizsla Kurzhaar,large,1
1,1010,Bull Terrier (Standard),medium,1
1,1010,Bulldog,medium,1
1,1010,Cairn Terrier,small,1
1,1010,Cane Corso Italiano,large,1
1,1010,Cao de Agua Portugues (Portug. Wasserhund),large,3
1,1010,Cavalier King Charles Spaniel,small,5
1,1010,Cavalier King Charles Spaniel / Mischling,small,1
1,1010,Chihuahua Kurzhaar,small,16
1,1010,Chihuahua Kurzhaar / Dackel,small,1
1,1010,Chihuahua Kurzhaar / Zwergpinscher,medium,1
1,1010,Chihuahua Langhaar,small,8
1,1010,Chihuahua Langhaar / Pekingese,small,1
1,1010,Chihuahua Langhaar / Zwergpudel Schwarz,medium,1
1,1010,Chinese Crested Dog hairless,small,2
1,1010,Chow-Chow / Eurasier,large,1
1,1010,Ciobanesc Romanesc Carpatin / Mischling,large,1
1,1010,Collie Kurzhaar (Smooth) / Border Collie,medium,1
1,1010,Collie Langhaar (Rough) / Mischling,medium,2
1,1010,Coton de Tulear,small,1
1,1010,Curly-Coated Retriever,large,1
1,1010,Dackel,small,13
1,1010,Dackel / Mischling,small,3
1,1010,Dalmatiner,medium,2
1,1010,Deutsch Drahthaar / Mischling,medium,1
1,1010,Deutsch Kurzhaar,medium,1
1,1010,Deutsch Kurzhaar / Beagle,medium,1
1,1010,Deutsche Dogge blau,large,1
1,1010,Deutsche Dogge gestromt,large,1
1,1010,Deutscher Boxer gelb,large,1
1,1010,Deutscher Pinscher,medium,1
1,1010,Deutscher Pinscher / Schnauzer pfeffersalz,medium,1
1,1010,Deutscher Schäferhund,large,3
1,1010,Deutscher Schäferhund / Mischling,large,2
1,1010,Deutscher Spitz,medium,1
1,1010,Deutscher Spitz / Zwergspitz (Pomeranian),medium,1
1,1010,Dobermann braun-rot,large,1
1,1010,English Cocker Spaniel einfärbig,medium,2
1,1010,English Cocker Spaniel einfärbig / Grosspudel Weiss,large,1
1,1010,English Cocker Spaniel mehrfärbig,medium,3
1,1010,English Setter,medium,1
1,1010,English Springer Spaniel / Braque Saint-Germain,large,1
1,1010,Entlebucher Sennenhund,medium,2
1,1010,Entlebucher Sennenhund / Mischling,medium,1
1,1010,Eurasier,medium,1
1,1010,Flat-Coated Retriever,large,2
1,1010,Fox Terrier drahthaar,medium,1
1,1010,Französische Bulldogge,medium,9
1,1010,Französische Bulldogge / Mischling,medium,2
1,1010,Golden Retriever,large,14
1,1010,Golden Retriever / Deutscher Schäferhund,large,1
1,1010,Golden Retriever / English Cocker Spaniel mehrfärbig,large,1
1,1010,Golden Retriever / Labrador Retriever,large,1
1,1010,Golden Retriever / Mischling,large,2
1,1010,Golden Retriever / Zwergpudel Weiss,large,1
1,1010,Grosser Münsterländer,large,1
1,1010,Grosspudel Apricot,large,2
1,1010,Grosspudel Grau,large,1
1,1010,Havaneser,small,14
1,1010,Havaneser / Mischling,small,2
1,1010,Hellinikos Ichnilatis / Mischling,medium,1
1,1010,Irish Red Setter,medium,1
1,1010,Irish Red and White Setter,medium,1
1,1010,Italienisches Windspiel,small,2
1,1010,Jack Russell Terrier,medium,9
1,1010,Jack Russell Terrier / Fox Terrier drahthaar,medium,1
1,1010,Jack Russell Terrier / Mischling,medium,4
1,1010,Jack Russell Terrier / Zwergpinscher,medium,1
1,1010,Jagdterrier / Mischling,medium,1
1,1010,King Charles Spaniel,small,2
1,1010,King Charles Spaniel / Pudel,medium,1
1,1010,Klein- oder Mittelpudel,medium,1
1,1010,Klein- oder Mittelpudel / Mischling,medium,1
1,1010,Kleiner Münsterländer,medium,1
1,1010,Kleiner Münsterländer / Mischling,medium,1
1,1010,Kleinpudel Apricot,medium,4
1,1010,Kleinpudel Falb,medium,1
1,1010,Kleinpudel Schwarz,medium,2
1,1010,Kleinpudel Weiss / Malteser,medium,2
1,1010,Kleinspitz Neufarben,medium,1
1,1010,Kooikerhondje,medium,2
1,1010,Kurzhaar Dachshund Kaninchen,small,1
1,1010,Kurzhaar Dachshund Normal,small,2
1,1010,Kurzhaar Dachshund Normal / Beagle,medium,1
1,1010,Kurzhaar Dachshund Normal / Border Terrier,medium,1
1,1010,Kurzhaar Dachshund Normal / Mischling,small,1
1,1010,Kurzhaar Dachshund Zwerg,small,7
1,1010,Labradoodle,medium,2
1,1010,Labrador Retriever,large,27
1,1010,Labrador Retriever / Australian Shepherd,large,1
1,1010,Labrador Retriever / Deutsch Kurzhaar,large,1
1,1010,Labrador Retriever / Grosspudel Rot,large,1
1,1010,Labrador Retriever / Jack Russell Terrier,large,1
1,1010,Labrador Retriever / Mischling,large,10
1,1010,Labrador Retriever / Pudelpointer,large,1
1,1010,Labrador Retriever / Siberian Husky,large,1
1,1010,Lagotto romagnolo,medium,4
1,1010,Langhaar Dachshund Kaninchen,small,1
1,1010,Lhasa Apso,small,1
1,1010,Magyar Vizsla Drahthaar,medium,4
1,1010,Magyar Vizsla Kurzhaar,medium,2
1,1010,Malinois / Magyar Vizsla Kurzhaar,medium,1
1,1010,Malteser,small,15
1,1010,Malteser / Kleinpudel Rot,medium,1
1,1010,Malteser / Labrador Retriever,large,1
1,1010,Malteser / Mischling,small,2
1,1010,Malteser / Pudel,medium,2
1,1010,Malteser / Pudelpointer,medium,1
1,1010,Malteser / Shih Tzu,small,1
1,1010,Malteser / Toypudel Weiss,medium,1
1,1010,Malteser / Zwergpudel Braun,medium,1
1,1010,Miniatur Bull Terrier,medium,1
1,1010,Mops (Carlin),small,6
1,1010,Mops (Carlin) / Mischling,small,1
1,1010,Neufundländer,large,2
1,1010,Nova Scotia Duck Tolling Retriever,medium,2
1,1010,Nova Scotia Duck Tolling Retriever / Mischling,medium,1
1,1010,Old English Sheepdog (Bobtail),large,1
1,1010,Papillon,small,4
1,1010,Parson Russell Terrier,medium,7
1,1010,Parson Russell Terrier / Französische Bulldogge,medium,1
1,1010,Parson Russell Terrier / Mischling,medium,1
1,1010,Pekingese,small,2
1,1010,Pekingese / Chihuahua Kurzhaar,small,1
1,1010,Pharaoh Hound,large,1
1,1010,Pinscher,medium,1
1,1010,Pinscher / Brandlbracke,medium,1
1,1010,Pinscher / Mischling,medium,2
1,1010,Pit Bull Terrier,large,2
1,1010,Pudel,medium,4
1,1010,Pudelpointer,medium,1
1,1010,Pyrenäen Berghund / Mischling,large,1
1,1010,Rauhhaar Dachshund Kaninchen,small,1
1,1010,Rauhhaar Dachshund Normal,small,1
1,1010,Rauhhaar Dachshund Normal / Shiba,medium,1
1,1010,Rauhhaar Dachshund Zwerg,small,2
1,1010,Rauhhaar Dachshund Zwerg / Kurzhaar Dachshund Zwerg,small,1
1,1010,Rhodesian Ridgeback,large,2
1,1010,Russkiy Toy Kurzhaar,small,1
1,1010,Samojede,large,3
1,1010,Schnauzer pfeffersalz / Mischling,medium,1
1,1010,Schnauzer schwarz / English Springer Spaniel,medium,1
1,1010,Schwarzer Terrier,large,1
1,1010,Scottish Terrier,medium,2
1,1010,Segugio Italiano a pelo forte / Mischling,medium,1
1,1010,Shetland Sheepdog,medium,3
1,1010,Shiba,medium,4
1,1010,Shih Tzu,small,3
1,1010,Shih Tzu / Pudel,medium,1
1,1010,Siberian Husky,large,3
1,1010,Siberian Husky / Mischling,large,1
1,1010,Slovensky Kopov / Mischling,medium,1
1,1010,Spitz,medium,6
1,1010,Spitz / Collie Langhaar (Rough),medium,1
1,1010,Spitz / English Cocker Spaniel mehrfärbig,medium,1
1,1010,Spitz / Jack Russell Terrier,medium,1
1,1010,Spitz / Mischling,medium,1
1,1010,Spitz / Zwergspitz (Pomeranian),medium,1
1,1010,St. Bernhardshund Kurzhaar,large,2
1,1010,Tibetan Terrier,medium,2
1,1010,Tibetan Terrier / Mischling,medium,1
1,1010,Tiroler Bracke / Bayrischer Gebirgsschweisshund,medium,1
1,1010,Toypudel Apricot,medium,4
1,1010,Toypudel Apricot / Havaneser,medium,1
1,1010,Toypudel Apricot / King Charles Spaniel,medium,1
1,1010,Toypudel Apricot / Malteser,medium,1
1,1010,Toypudel Braun,medium,2
1,1010,Toypudel Rot,medium,1
1,1010,Toypudel falb aus Mehrfarben,medium,1
1,1010,Tschechoslowakischer Wolfhund,large,1
1,1010,Unbekannt,unknown,17
1,1010,Unbekannt / Mischling,unknown,44
1,1010,Weimaraner Kurzhaar,large,3
1,1010,Weimaraner Kurzhaar / Magyar Vizsla Kurzhaar,large,1
1,1010,Weimaraner Langhaar,large,1
1,1010,Welsh Corgi Pembroke,medium,2
1,1010,Welsh Terrier,medium,1
1,1010,West Highland White Terrier,small,4
1,1010,Whippet,medium,3
1,1010,Wolfspitz / Mischling,large,1
1,1010,Yorkshire Terrier,small,14
1,1010,Yorkshire Terrier / Schwarzer Terrier,large,1
1,1010,Zwergpinscher,medium,3
1,1010,Zwergpudel Apricot,medium,8
1,1010,Zwergpudel Apricot / English Cocker Spaniel mehrfärbig,medium,1
1,1010,Zwergpudel Apricot / Malteser,medium,1
1,1010,Zwergpudel Braun,medium,3
1,1010,Zwergpudel Braun / Malteser,medium,1
1,1010,Zwergpudel Braun / Zwergschnauzer pfeffer-salz,medium,1
1,1010,Zwergpudel Rot,medium,2
1,1010,Zwergpudel Schwarz,medium,1
1,1010,Zwergpudel Weiss,medium,1
1,1010,Zwergpudel schwarz aus Mehrfarben,medium,1
1,1010,Zwergschnauzer pfeffer-salz,medium,2
1,1010,Zwergschnauzer pfeffer-salz / Klein- oder Mittelpudel,medium,1
1,1010,Zwergschnauzer schwarz-silber,medium,1
1,1010,Zwergspitz (Pomeranian),medium,18
1,1010,Österreichischer Pinscher / Labrador Retriever,large,1
1,1010,Österreichischer Pinscher / Mischling,medium,1
2,1020,Affenpinscher,medium,1
2,1020,Affenpinscher / Cairn Terrier,medium,1
2,1020,Affenpinscher / Chihuahua Kurzhaar,medium,1
2,1020,Affenpinscher / Mischling,medium,2
2,1020,Afghanischer Windhund,large,1
2,1020,Airedale Terrier,medium,2
2,1020,Akita,large,9
2,1020,Akita / Mischling,large,1
2,1020,Alaskan Malamute,large,2
2,1020,Alaskan Malamute / Irish Wolfhound,large,1
2,1020,Alpenländische Dachsbracke / Mischling,medium,2
2,1020,American Akita,large,1
2,1020,American Bulldog / American Staffordshire Terrier,large,1
2,1020,American Bully,large,1
2,1020,American Bully / Labrador Retriever,large,1
2,1020,American Bully / Mischling,large,1
2,1020,American Cocker Spaniel,medium,1
2,1020,American Cocker Spaniel / Jack Russell Terrier,medium,1
2,1020,American Foxhound / Deutscher Schäferhund,large,1
2,1020,American Pocket Bully,medium,1
2,1020,American Shepherd,medium,1
2,1020,American Staffordshire Terrier,large,42
2,1020,American Staffordshire Terrier / Bulldog,large,2
2,1020,American Staffordshire Terrier / Labrador Retriever,large,1
2,1020,American Staffordshire Terrier / Mischling,large,7
2,1020,American Staffordshire Terrier / Pit Bull Terrier,large,1
2,1020,American Staffordshire Terrier / Windhund,large,1
2,1020,Appenzeller Sennenhund,large,1
2,1020,Appenzeller Sennenhund / Australian Shepherd,large,1
2,1020,Aussiedoodle,medium,2
2,1020,Australian Cattledog / Australian Shepherd,medium,1
2,1020,Australian Cattledog / Mischling,medium,1
2,1020,Australian Shepherd,medium,26
2,1020,Australian Shepherd / Berner Sennenhund,large,1
2,1020,Australian Shepherd / Border Collie,medium,2
2,1020,Australian Shepherd / Collie Langhaar (Rough),medium,2
2,1020,Australian Shepherd / Golden Retriever,large,1
2,1020,Australian Shepherd / Klein- oder Mittelpudel,medium,1
2,1020,Australian Shepherd / Mischling,medium,4
2,1020,Australian Shepherd / Siberian Husky,large,1
2,1020,Barbet,medium,6
2,1020,Barbet / Mischling,medium,1
2,1020,Basenji / Deutscher Pinscher,medium,1
2,1020,Basenji / Golden Retriever,large,1
2,1020,Basset Hound,medium,2
2,1020,Basset Hound / Kurzhaar Dachshund Normal,medium,1
2,1020,Bayrischer Gebirgsschweisshund,medium,2
2,1020,Bayrischer Gebirgsschweisshund / English Cocker Spaniel einf,medium,1
2,1020,Beagle,medium,30
2,1020,Beagle / Beagle Harrier,medium,1
2,1020,Beagle / Jack Russell Terrier,medium,1
2,1020,Beagle / Kurzhaar Dachshund Kaninchen,medium,1
2,1020,Beagle / Labrador Retriever,large,3
2,1020,Beagle / Mischling,medium,5
2,1020,Beagle / Shar Pei,medium,1
2,1020,Beagle / Whippet,medium,1
2,1020,Beagle Harrier / Mischling,medium,1
2,1020,Bearded Collie,medium,3
2,1020,Bearded Collie / Siberian Husky,large,1
2,1020,Belgischer Schäferhund,large,3
2,1020,Belgischer Schäferhund / Holländischer Schäferhund Kurzhaar,large,1
2,1020,Belgischer Schäferhund / Kurzhaar Dachshund Normal,large,1
2,1020,Belgischer Schäferhund / Malinois,large,1
2,1020,Belgischer Schäferhund / Mischling,large,4
2,1020,Belgischer Schäferhund / Staffordshire Bullterrier,large,1
2,1020,Berger Blanc Suisse,large,4
2,1020,Berger Blanc Suisse / Mischling,large,1
2,1020,Berger de Beauce (Beauceron),large,2
2,1020,Berger de Brie (Briard),large,2
2,1020,Berger de Brie (Briard) / Kleinpudel Braun,large,1
2,1020,Berger de Picardie (Berger Picard),medium,2
2,1020,Berger des Pyrenees a poil long,medium,1
2,1020,Berner Niederlaufhund,medium,1
2,1020,Berner Sennenhund,large,10
2,1020,Berner Sennenhund / Australian Shepherd,large,2
2,1020,Berner Sennenhund / Flat-Coated Retriever,large,1
2,1020,Berner Sennenhund / Hovawart,large,1
2,1020,Berner Sennenhund / Kleiner Münsterländer,large,1
2,1020,Berner Sennenhund / Mischling,large,3
2,1020,Bichon frise,small,13
2,1020,Bichon frise / Havaneser,small,1
2,1020,Bichon frise / Malteser,small,2
2,1020,Bichon frise / Mischling,small,1
2,1020,Bichon frise / Pekingese,small,1
2,1020,Bichon frise / Terrier Brasileiro,medium,1
2,1020,Bichon frise / Toypudel Apricot,medium,1
2,1020,Biewer Terrier / Yorkshire Terrier,small,1
2,1020,Bologneser,small,5
2,1020,Bolonka Zwetna,small,5
2,1020,Border Collie,medium,33
2,1020,Border Collie / Appenzeller Sennenhund,large,1
2,1020,Border Collie / Australian Shepherd,medium,2
2,1020,Border Collie / Beagle,medium,1
2,1020,Border Collie / Bearded Collie,medium,1
2,1020,Border Collie / Berner Sennenhund,large,2
2,1020,Border Collie / Collie Kurzhaar (Smooth),medium,1
2,1020,Border Collie / Dalmatiner,medium,1
2,1020,Border Collie / Deutsch Kurzhaar,medium,1
2,1020,Border Collie / Deutscher Spitz,medium,1
2,1020,Border Collie / Grosspudel Schwarz,large,1
2,1020,Border Collie / Kurzhaar Dachshund Kaninchen,medium,1
2,1020,Border Collie / Mischling,medium,23
2,1020,Border Collie / Mittelspitz Braun/Schwarz,medium,1
2,1020,Border Collie / Stabyhoun,medium,1
2,1020,Border Terrier,medium,4
2,1020,Border Terrier / Deutscher Jagdterrier,medium,1
2,1020,Border Terrier / Mischling,medium,2
2,1020,Border Terrier / Schnauzer pfeffersalz,medium,1
2,1020,Boston Terrier,medium,6
2,1020,Boston Terrier / Cairn Terrier,medium,1
2,1020,Boston Terrier / Pekingese,medium,1
2,1020,Boston Terrier / Rauhhaar Dachshund Zwerg,medium,1
2,1020,Bracke,medium,2
2,1020,Bracke / Dackel,medium,1
2,1020,Bracke / Deutscher Schäferhund,large,1
2,1020,Bracke / Mischling,medium,9
2,1020,Brandlbracke / Berner Niederlaufhund,medium,1
2,1020,Braque Saint-Germain / Mischling,large,1
2,1020,Braque du Bourbonnais,large,2
2,1020,Braque francais - Type Pyrenees (Petite),medium,1
2,1020,Braque francais - Type Pyrenees (Petite) / Mischling,medium,1
2,1020,Broholmer,large,2
2,1020,Bull Terrier (Standard),medium,4
2,1020,Bull Terrier (Standard) / American Staffordshire Terrier,large,1
2,1020,Bulldog,medium,11
2,1020,Bulldog / Mischling,medium,1
2,1020,Cairn Terrier,small,3
2,1020,Cairn Terrier / Zwergspitz (Pomeranian),medium,1
2,1020,Canaan Dog,medium,1
2,1020,Canaan Dog / Malinois,medium,1
2,1020,Cane Corso Italiano,large,6
2,1020,Cane Corso Italiano / Mischling,large,1
2,1020,Cao da Serra de Aires / Petit Basset griffon vendeen,medium,1
2,1020,Cao de Agua Portugues (Portug. Wasserhund),large,6
2,1020,Carolina Dog / Mischling,medium,1
2,1020,Catahoula Leopard Dog,large,1
2,1020,Cavalier King Charles Spaniel,small,20
2,1020,Cavalier King Charles Spaniel / Chihuahua Kurzhaar,small,1
2,1020,Cavalier King Charles Spaniel / Grosspudel Apricot,large,1
2,1020,Cavalier King Charles Spaniel / Kleinpudel Apricot,medium,1
2,1020,Cavalier King Charles Spaniel / Mischling,small,1
2,1020,Cavalier King Charles Spaniel / Pudel,medium,1
2,1020,Cavalier King Charles Spaniel / Zwergpudel Schwarz,medium,1
2,1020,Chihuahua Kurzhaar,small,100
2,1020,Chihuahua Kurzhaar / Dackel,small,1
2,1020,Chihuahua Kurzhaar / Deutscher Pinscher,medium,1
2,1020,Chihuahua Kurzhaar / Mischling,small,21
2,1020,Chihuahua Kurzhaar / Mops (Carlin),small,1
2,1020,Chihuahua Kurzhaar / Papillon,small,1
2,1020,Chihuahua Kurzhaar / Shih Tzu,small,2
2,1020,Chihuahua Kurzhaar / Spitz,medium,1
2,1020,Chihuahua Kurzhaar / Terrier Brasileiro,medium,1
2,1020,Chihuahua Kurzhaar / Yorkshire Terrier,small,1
2,1020,Chihuahua Kurzhaar / Zwergpinscher,medium,3
2,1020,Chihuahua Kurzhaar / Zwergpudel Weiss,medium,1
2,1020,Chihuahua Kurzhaar / Österreichischer Pinscher,medium,1
2,1020,Chihuahua Langhaar,small,54
2,1020,Chihuahua Langhaar / Border Collie,medium,1
2,1020,Chihuahua Langhaar / Mischling,small,6
2,1020,Chihuahua Langhaar / Mops (Carlin),small,1
2,1020,Chihuahua Langhaar / Pinscher,medium,1
2,1020,Chihuahua Langhaar / Shih Tzu,small,1
2,1020,Chihuahua Langhaar / Zwergspitz (Pomeranian),medium,3
2,1020,Chinese Crested Dog hairless,small,6
2,1020,Chinese Crested Dog powderpuff,small,5
2,1020,Chodsky Pes,medium,1
2,1020,Chow-Chow,large,2
2,1020,Chow-Chow / Mischling,large,1
2,1020,Cirneco dell'Etna,medium,1
2,1020,Cirneco dell'Etna / Border Collie,medium,1
2,1020,Coban Köpegi (Anatolischer Hirtenhund) / Mischling,large,1
2,1020,Cockerpoo,medium,4
2,1020,Collie Kurzhaar (Smooth),medium,1
2,1020,Collie Kurzhaar (Smooth) / Podenco Ibicenco Kurzhaar,medium,1
2,1020,Collie Kurzhaar (Smooth) / Siberian Husky,large,1
2,1020,Collie Langhaar (Rough),medium,7
2,1020,Collie Langhaar (Rough) / Collie Kurzhaar (Smooth),medium,1
2,1020,Collie Langhaar (Rough) / English Cocker Spaniel einfärbig,medium,1
2,1020,Coton de Tulear,small,1
2,1020,Curly-Coated Retriever,large,1
2,1020,Curly-Coated Retriever / Mischling,large,1
2,1020,Dackel,small,15
2,1020,Dackel / Deutscher Pinscher,medium,1
2,1020,Dackel / Deutscher Spitz,medium,4
2,1020,Dackel / Jack Russell Terrier,medium,1
2,1020,Dackel / Mischling,small,20
2,1020,Dackel / Pekingese,small,1
2,1020,Dackel / Pinscher,medium,1
2,1020,Dackel / Scottish Terrier,medium,1
2,1020,Dackel / Österreichischer Pinscher,medium,1
2,1020,Dalmatiner,medium,4
2,1020,Dalmatiner / Mischling,medium,2
2,1020,Dansk-Svensk Gardshund,medium,1
2,1020,Dansk-Svensk Gardshund / Istrianer Bracke Kurzhaar (Kratkodl,medium,1
2,1020,Deutsch Drahthaar / Mischling,medium,3
2,1020,Deutsch Kurzhaar,medium,5
2,1020,Deutsch Kurzhaar / Dackel,medium,1
2,1020,Deutsch Kurzhaar / Magyar Vizsla Kurzhaar,medium,1
2,1020,Deutsch Kurzhaar / Mischling,medium,2
2,1020,Deutsch Langhaar / Mischling,medium,1
2,1020,Deutsche Bracke / Terrier Brasileiro,medium,1
2,1020,Deutsche Dogge blau,large,2
2,1020,Deutscher Boxer gelb,large,5
2,1020,Deutscher Boxer gelb / Pit Bull Terrier,large,1
2,1020,Deutscher Boxer gelb / Schnauzer pfeffersalz,large,1
2,1020,Deutscher Boxer gestromt,large,1
2,1020,Deutscher Boxer gestromt / Whippet,large,1
2,1020,Deutscher Jagdterrier,medium,1
2,1020,Deutscher Jagdterrier / Airedale Terrier,medium,1
2,1020,Deutscher Jagdterrier / Mischling,medium,1
2,1020,Deutscher Pinscher,medium,3
2,1020,Deutscher Pinscher / Beagle,medium,1
2,1020,Deutscher Pinscher / Chihuahua Kurzhaar,medium,1
2,1020,Deutscher Pinscher / Mischling,medium,3
2,1020,Deutscher Schäferhund,large,20
2,1020,Deutscher Schäferhund / Alpinschäfer,large,1
2,1020,Deutscher Schäferhund / Border Collie,large,1
2,1020,Deutscher Schäferhund / Collie Langhaar (Rough),large,1
2,1020,Deutscher Schäferhund / Fox Terrier drahthaar,large,1
2,1020,Deutscher Schäferhund / Jack Russell Terrier,large,2
2,1020,Deutscher Schäferhund / Kaukasischer Ovtcharka,large,1
2,1020,Deutscher Schäferhund / Labrador Retriever,large,1
2,1020,Deutscher Schäferhund / Mischling,large,21
2,1020,Deutscher Schäferhund / Rauhhaar Dachshund Normal,large,1
2,1020,Deutscher Schäferhund / Saluki,large,1
2,1020,Deutscher Schäferhund / Siberian Husky,large,1
2,1020,Deutscher Schäferhund Langstockhaar,large,4
2,1020,Deutscher Schäferhund Langstockhaar / Malinois,large,1
2,1020,Deutscher Schäferhund Langstockhaar / Mischling,large,5
2,1020,Deutscher Schäferhund Langstockhaar / Siberian Husky,large,1
2,1020,Deutscher Spitz,medium,6
2,1020,Deutscher Spitz / Grossspitz Weiss,large,1
2,1020,Deutscher Spitz / Mischling,medium,2
2,1020,Deutscher Wachtelhund,medium,1
2,1020,Dobermann braun-rot,large,3
2,1020,Dobermann braun-rot / Mischling,large,3
2,1020,Dobermann schwarz-rot,large,2
2,1020,Dog de Bordeaux (Bordeauxdogge),large,1
2,1020,Dogo Argentino,large,1
2,1020,Drentsche Patrijshond,medium,2
2,1020,Elo,medium,1
2,1020,Elo / Zwergspitz (Pomeranian),medium,1
2,1020,English Cocker Spaniel einfärbig,medium,21
2,1020,English Cocker Spaniel einfärbig / Deutsch Langhaar,medium,1
2,1020,English Cocker Spaniel einfärbig / Grosspudel Apricot,large,1
2,1020,English Cocker Spaniel einfärbig / Kleinpudel Apricot,medium,1
2,1020,English Cocker Spaniel einfärbig / Pudel,medium,1
2,1020,English Cocker Spaniel mehrfärbig,medium,13
2,1020,English Cocker Spaniel mehrfärbig / Mischling,medium,1
2,1020,English Pointer / Kleiner Münsterländer,medium,1
2,1020,English Pointer / Labrador Retriever,large,1
2,1020,English Pointer / Magyar Vizsla Kurzhaar,medium,1
2,1020,English Pointer / Mischling,medium,1
2,1020,English Pointer / Parson Russell Terrier,medium,1
2,1020,English Setter,medium,3
2,1020,English Setter / Australian Shepherd,medium,1
2,1020,English Setter / English Cocker Spaniel einfärbig,medium,1
2,1020,English Setter / Mischling,medium,2
2,1020,English Springer Spaniel / Mischling,medium,1
2,1020,Entlebucher Sennenhund / Appenzeller Sennenhund,large,1
2,1020,Epagneul breton,medium,2
2,1020,Epagneul breton / Border Collie,medium,1
2,1020,Epagneul breton / Mischling,medium,2
2,1020,Eurasier,medium,2
2,1020,Eurasier / Chow-Chow,large,1
2,1020,Field Spaniel,medium,3
2,1020,Flat-Coated Retriever,large,6
2,1020,Flat-Coated Retriever / Border Collie,large,1
2,1020,Flat-Coated Retriever / Mischling,large,3
2,1020,Fox Terrier drahthaar,medium,4
2,1020,Fox Terrier drahthaar / Border Collie,medium,1
2,1020,Fox Terrier drahthaar / Mischling,medium,1
2,1020,Fox Terrier glatthaar,medium,4
2,1020,Fox Terrier glatthaar / Collie Kurzhaar (Smooth),medium,1
2,1020,Fox Terrier glatthaar / Deutsch Kurzhaar,medium,1
2,1020,Fox Terrier glatthaar / Greyhound,medium,1
2,1020,Fox Terrier glatthaar / Mischling,medium,4
2,1020,Französische Bulldogge,medium,65
2,1020,Französische Bulldogge / Jack Russell Terrier,medium,1
2,1020,Französische Bulldogge / Mischling,medium,1
2,1020,Französische Bulldogge / Mops (Carlin),medium,1
2,1020,Galgo Espanol,medium,3
2,1020,Galgo Espanol / Hannoverscher Schweisshund,medium,1
2,1020,Golden Retriever,large,63
2,1020,Golden Retriever / Berner Sennenhund,large,1
2,1020,Golden Retriever / Bichon frise,large,1
2,1020,Golden Retriever / Border Collie,large,1
2,1020,Golden Retriever / Brandlbracke,large,1
2,1020,Golden Retriever / English Cocker Spaniel einfärbig,large,1
2,1020,Golden Retriever / Grosspudel Apricot,large,1
2,1020,Golden Retriever / Grosspudel Schwarz,large,1
2,1020,Golden Retriever / Grosspudel Weiss,large,4
2,1020,Golden Retriever / Grosspudel falb aus Mehrfarben,large,1
2,1020,Golden Retriever / Kleinpudel Apricot,large,2
2,1020,Golden Retriever / Kleinspitz Weiss,large,1
2,1020,Golden Retriever / Kurzhaar Dachshund Normal,large,2
2,1020,Golden Retriever / Labradoodle,large,1
2,1020,Golden Retriever / Labrador Retriever,large,2
2,1020,Golden Retriever / Mischling,large,9
2,1020,Golden Retriever / Pudelpointer,large,1
2,1020,Golden Retriever / Welsh Corgi Pembroke,large,1
2,1020,Gordon Setter / Mischling,medium,1
2,1020,Grand griffon vendeen / Mischling,small,1
2,1020,Greyhound,medium,4
2,1020,Greyhound / Labrador Retriever,large,1
2,1020,Griffon belge,small,1
2,1020,Griffon fauve de Bretagne / Mischling,small,1
2,1020,Groenendael,large,1
2,1020,Grosspudel Apricot,large,8
2,1020,Grosspudel Apricot / Golden Retriever,large,1
2,1020,Grosspudel Braun,large,4
2,1020,Grosspudel Falb,large,1
2,1020,Grosspudel Grau / Australian Cattledog,large,1
2,1020,Grosspudel Grau / Mischling,large,1
2,1020,Grosspudel Rot,large,1
2,1020,Grosspudel Rot / Golden Retriever,large,1
2,1020,Grosspudel Rot / Grosspudel Apricot,large,1
2,1020,Grosspudel Schwarz,large,2
2,1020,Grosspudel Schwarz / Schnauzer schwarz,large,1
2,1020,Grosspudel Weiss / Deutsch Drahthaar,large,1
2,1020,Grosspudel Weiss / Golden Retriever,large,1
2,1020,Grosspudel Weiss / Labrador Retriever,large,1
